pageID,int,syn,before,controlled,randomised,review
2,Provide sacrificial grasslands to reduce the impact of wild geese on crops,Farmland Conservation,0,1,0,0
2,Provide sacrificial grasslands to reduce the impact of wild geese on crops,Farmland Conservation,0,1,0,0
2,Provide sacrificial grasslands to reduce the impact of wild geese on crops,Farmland Conservation,0,1,0,0
5,<i>Crassula helmsii</i>: Chemical control using herbicides,Control of Freshwater Invasive Species,1,0,0,0
5,<i>Crassula helmsii</i>: Use a combination of control measures,Control of Freshwater Invasive Species,1,0,0,0
5,<i>Crassula helmsii</i>: Use lightproof barriers to control plants,Control of Freshwater Invasive Species,1,0,0,0
6,Use herbicide to control grass,Shrubland and Heathland Conservation,0,1,1,0
6,Use herbicide to control grass,Shrubland and Heathland Conservation,0,1,1,0
6,Use prescribed burning to control grass,Shrubland and Heathland Conservation,0,1,1,0
6,Use prescribed burning to control grass,Shrubland and Heathland Conservation,0,1,1,0
9,Reduce predation by translocating nest boxes,Bird Conservation,0,1,0,0
9,Reduce predation by translocating nest boxes,Bird Conservation,0,1,0,0
9,Reduce predation by translocating nest boxes,Bird Conservation,0,1,0,0
9,Reduce predation by translocating nest boxes,Bird Conservation,0,1,0,0
20,Control avian predators on islands,Bird Conservation,1,0,0,0
20,Control avian predators on islands,Bird Conservation,1,0,0,0
20,Control avian predators on islands,Bird Conservation,1,0,0,0
25,<i>Crassula helmsii</i>: Chemical control using herbicides,Control of Freshwater Invasive Species,1,0,0,0
25,<i>Crassula helmsii</i>: Use lightproof barriers to control plants,Control of Freshwater Invasive Species,1,0,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
30,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
31,Increase number of livestock,Shrubland and Heathland Conservation,1,0,0,0
31,Increase number of livestock,Shrubland and Heathland Conservation,1,0,0,0
31,Increase number of livestock,Shrubland and Heathland Conservation,1,0,0,0
31,Increase number of livestock,Shrubland and Heathland Conservation,1,0,0,0
31,Increase number of livestock,Shrubland and Heathland Conservation,1,0,0,0
31,Increase number of livestock,Shrubland and Heathland Conservation,1,0,0,0
31,Increase number of livestock,Shrubland and Heathland Conservation,1,0,0,0
31,Use grazing or alter livestock to control grass,Shrubland and Heathland Conservation,1,1,0,0
31,Use grazing or alter livestock to control grass,Shrubland and Heathland Conservation,1,1,0,0
31,Use grazing or alter livestock to control grass,Shrubland and Heathland Conservation,1,1,0,0
31,Use grazing or alter livestock to control grass,Shrubland and Heathland Conservation,1,1,0,0
31,Use grazing or alter livestock to control grass,Shrubland and Heathland Conservation,1,1,0,0
31,Use grazing or alter livestock to control grass,Shrubland and Heathland Conservation,1,1,0,0
31,Use grazing or alter livestock to control grass,Shrubland and Heathland Conservation,1,1,0,0
33,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,0,1,0
33,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,0,1,0
33,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,0,1,0
33,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,0,1,0
35,Provide artificial nesting sites for wildfowl,Bird Conservation,1,1,0,0
35,Provide artificial nesting sites for wildfowl,Bird Conservation,1,1,0,0
35,Provide artificial nesting sites for wildfowl,Bird Conservation,1,1,0,0
35,Provide artificial nesting sites for wildfowl,Bird Conservation,1,1,0,0
35,Provide artificial nesting sites for wildfowl,Bird Conservation,1,1,0,0
36,Leave overwinter stubbles,Bird Conservation,0,0,0,0
36,Leave overwinter stubbles,Bird Conservation,0,0,0,0
36,Leave overwinter stubbles,Bird Conservation,0,0,0,0
36,Leave overwinter stubbles,Bird Conservation,0,0,0,0
36,Leave overwinter stubbles,Bird Conservation,0,0,0,0
36,Leave overwinter stubbles,Bird Conservation,0,0,0,0
36,Leave overwinter stubbles,Bird Conservation,0,0,0,0
36,Leave overwinter stubbles,Bird Conservation,0,0,0,0
36,Leave overwinter stubbles,Bird Conservation,0,0,0,0
36,Leave overwinter stubbles,Bird Conservation,0,0,0,0
36,Leave overwinter stubbles,Bird Conservation,0,0,0,0
36,Leave overwinter stubbles,Farmland Conservation,0,0,0,0
36,Leave overwinter stubbles,Farmland Conservation,0,0,0,0
36,Leave overwinter stubbles,Farmland Conservation,0,0,0,0
36,Leave overwinter stubbles,Farmland Conservation,0,0,0,0
36,Leave overwinter stubbles,Farmland Conservation,0,0,0,0
36,Leave overwinter stubbles,Farmland Conservation,0,0,0,0
36,Leave overwinter stubbles,Farmland Conservation,0,0,0,0
36,Leave overwinter stubbles,Farmland Conservation,0,0,0,0
36,Leave overwinter stubbles,Farmland Conservation,0,0,0,0
36,Leave overwinter stubbles,Farmland Conservation,0,0,0,0
36,Leave overwinter stubbles,Farmland Conservation,0,0,0,0
36,"Undersow spring cereals, with clover for example",Farmland Conservation,0,0,0,0
36,"Undersow spring cereals, with clover for example",Farmland Conservation,0,0,0,0
36,"Undersow spring cereals, with clover for example",Farmland Conservation,0,0,0,0
36,"Undersow spring cereals, with clover for example",Farmland Conservation,0,0,0,0
36,"Undersow spring cereals, with clover for example",Farmland Conservation,0,0,0,0
36,"Undersow spring cereals, with clover for example",Farmland Conservation,0,0,0,0
36,"Undersow spring cereals, with clover for example",Farmland Conservation,0,0,0,0
36,"Undersow spring cereals, with clover for example",Farmland Conservation,0,0,0,0
36,"Undersow spring cereals, with clover for example",Farmland Conservation,0,0,0,0
36,"Undersow spring cereals, with clover for example",Farmland Conservation,0,0,0,0
36,"Undersow spring cereals, with clover for example",Farmland Conservation,0,0,0,0
37,Provide medicated grit for grouse,Farmland Conservation,0,1,0,0
37,Provide medicated grit for grouse,Farmland Conservation,0,1,0,0
37,Provide medicated grit for grouse,Farmland Conservation,0,1,0,0
37,Remove/treat endoparasites and diseases,Bird Conservation,0,1,0,0
37,Remove/treat endoparasites and diseases,Bird Conservation,0,1,0,0
37,Remove/treat endoparasites and diseases,Bird Conservation,0,1,0,0
41,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,0,0,0
41,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,0,0,0
41,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,0,0,0
42,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,1,0
42,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,1,0
43,Use prescribed burning on grasslands,Bird Conservation,0,1,1,0
43,Use prescribed burning on grasslands,Bird Conservation,0,1,1,0
43,Use prescribed burning on grasslands,Bird Conservation,0,1,1,0
43,Use prescribed burning on grasslands,Bird Conservation,0,1,1,0
43,Use prescribed burning on grasslands,Bird Conservation,0,1,1,0
43,Use prescribed burning on grasslands,Bird Conservation,0,1,1,0
43,Use prescribed burning on grasslands,Bird Conservation,0,1,1,0
43,Use prescribed burning on grasslands,Bird Conservation,0,1,1,0
47,Provide artificial nesting sites for burrow-nesting seabirds,Bird Conservation,0,1,0,0
47,Provide artificial nesting sites for burrow-nesting seabirds,Bird Conservation,0,1,0,0
47,Provide artificial nesting sites for burrow-nesting seabirds,Bird Conservation,0,1,0,0
47,Use vocalisations to attract birds to safe areas,Bird Conservation,0,0,0,0
47,Use vocalisations to attract birds to safe areas,Bird Conservation,0,0,0,0
47,Use vocalisations to attract birds to safe areas,Bird Conservation,0,0,0,0
49,Control predators not on islands for gamebirds,Bird Conservation,1,1,0,0
49,Control predators not on islands for gamebirds,Bird Conservation,1,1,0,0
49,Control predators not on islands for gamebirds,Bird Conservation,1,1,0,0
49,Control predators not on islands for gamebirds,Bird Conservation,1,1,0,0
49,Control predators not on islands for gamebirds,Bird Conservation,1,1,0,0
49,Control predators not on islands for gamebirds,Bird Conservation,1,1,0,0
49,Control predators not on islands for gamebirds,Bird Conservation,1,1,0,0
49,Control predators not on islands for gamebirds,Bird Conservation,1,1,0,0
49,Control predators not on islands for gamebirds,Bird Conservation,1,1,0,0
57,Thin trees within forest and woodland,Bat Conservation,0,1,0,0
57,Thin trees within forest and woodland,Bat Conservation,0,1,0,0
58,Physically protect nests from predators using non-electric fencing,Bird Conservation,0,0,0,0
58,Physically protect nests from predators using non-electric fencing,Bird Conservation,0,0,0,0
58,Physically protect nests from predators using non-electric fencing,Bird Conservation,0,0,0,0
58,Physically protect nests from predators using non-electric fencing,Bird Conservation,0,0,0,0
58,Physically protect nests from predators using non-electric fencing,Bird Conservation,0,0,0,0
58,Physically protect nests from predators using non-electric fencing,Bird Conservation,0,0,0,0
58,Physically protect nests from predators using non-electric fencing,Bird Conservation,0,0,0,0
60,Use prescribed fire or modifications to burning regime in forests,Amphibian Conservation,0,1,0,0
60,Use prescribed fire or modifications to burning regime in forests,Amphibian Conservation,0,1,0,0
60,Use prescribed fire or modifications to burning regime in forests,Amphibian Conservation,0,1,0,0
60,Use prescribed fire or modifications to burning regime in forests,Amphibian Conservation,0,1,0,0
60,Use prescribed fire or modifications to burning regime in forests,Amphibian Conservation,0,1,0,0
60,Use prescribed fire or modifications to burning regime in forests,Amphibian Conservation,0,1,0,0
63,Plant nectar flower mixture/wildflower strips,Farmland Conservation,0,1,0,0
63,Plant nectar flower mixture/wildflower strips,Farmland Conservation,0,1,0,0
63,Plant nectar flower mixture/wildflower strips,Farmland Conservation,0,1,0,0
63,Plant nectar flower mixture/wildflower strips,Farmland Conservation,0,1,0,0
63,Plant nectar flower mixture/wildflower strips,Farmland Conservation,0,1,0,0
63,Plant nectar flower mixture/wildflower strips,Farmland Conservation,0,1,0,0
63,Plant nectar flower mixture/wildflower strips,Farmland Conservation,0,1,0,0
63,Plant nectar flower mixture/wildflower strips,Farmland Conservation,0,1,0,0
63,Plant nectar flower mixture/wildflower strips,Farmland Conservation,0,1,0,0
63,Plant nectar flower mixture/wildflower strips,Farmland Conservation,0,1,0,0
63,Plant nectar flower mixture/wildflower strips,Farmland Conservation,0,1,0,0
63,Plant nectar flower mixture/wildflower strips,Farmland Conservation,0,1,0,0
63,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,0,0
63,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,0,0
63,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,0,0
63,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,0,0
63,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,0,0
63,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,0,0
63,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,0,0
63,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,0,0
63,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,0,0
63,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,0,0
63,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,0,0
63,Leave headlands in fields unsprayed (conservation headlands),Farmland Conservation,0,1,0,0
63,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,1,0,0
63,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,1,0,0
63,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,1,0,0
63,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,1,0,0
63,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,1,0,0
63,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,1,0,0
63,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,1,0,0
63,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,1,0,0
63,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,1,0,0
63,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,1,0,0
63,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,1,0,0
63,"Leave cultivated, uncropped margins or plots (includes lapwing plots)",Farmland Conservation,0,1,0,0
63,Leave field margins unsprayed within the crop (conservation headlands),Bee Conservation,0,1,0,0
63,Leave field margins unsprayed within the crop (conservation headlands),Bee Conservation,0,1,0,0
63,Leave field margins unsprayed within the crop (conservation headlands),Bee Conservation,0,1,0,0
63,Leave field margins unsprayed within the crop (conservation headlands),Bee Conservation,0,1,0,0
63,Leave field margins unsprayed within the crop (conservation headlands),Bee Conservation,0,1,0,0
63,Leave field margins unsprayed within the crop (conservation headlands),Bee Conservation,0,1,0,0
63,Leave field margins unsprayed within the crop (conservation headlands),Bee Conservation,0,1,0,0
63,Leave field margins unsprayed within the crop (conservation headlands),Bee Conservation,0,1,0,0
63,Leave field margins unsprayed within the crop (conservation headlands),Bee Conservation,0,1,0,0
63,Leave field margins unsprayed within the crop (conservation headlands),Bee Conservation,0,1,0,0
63,Leave field margins unsprayed within the crop (conservation headlands),Bee Conservation,0,1,0,0
63,Leave field margins unsprayed within the crop (conservation headlands),Bee Conservation,0,1,0,0
63,Leave arable field margins uncropped with natural regeneration,Bee Conservation,0,1,0,0
63,Leave arable field margins uncropped with natural regeneration,Bee Conservation,0,1,0,0
63,Leave arable field margins uncropped with natural regeneration,Bee Conservation,0,1,0,0
63,Leave arable field margins uncropped with natural regeneration,Bee Conservation,0,1,0,0
63,Leave arable field margins uncropped with natural regeneration,Bee Conservation,0,1,0,0
63,Leave arable field margins uncropped with natural regeneration,Bee Conservation,0,1,0,0
63,Leave arable field margins uncropped with natural regeneration,Bee Conservation,0,1,0,0
63,Leave arable field margins uncropped with natural regeneration,Bee Conservation,0,1,0,0
63,Leave arable field margins uncropped with natural regeneration,Bee Conservation,0,1,0,0
63,Leave arable field margins uncropped with natural regeneration,Bee Conservation,0,1,0,0
63,Leave arable field margins uncropped with natural regeneration,Bee Conservation,0,1,0,0
63,Leave arable field margins uncropped with natural regeneration,Bee Conservation,0,1,0,0
63,Sow uncropped arable field margins with a native wild flower seed mix,Bee Conservation,0,1,0,0
63,Sow uncropped arable field margins with a native wild flower seed mix,Bee Conservation,0,1,0,0
63,Sow uncropped arable field margins with a native wild flower seed mix,Bee Conservation,0,1,0,0
63,Sow uncropped arable field margins with a native wild flower seed mix,Bee Conservation,0,1,0,0
63,Sow uncropped arable field margins with a native wild flower seed mix,Bee Conservation,0,1,0,0
63,Sow uncropped arable field margins with a native wild flower seed mix,Bee Conservation,0,1,0,0
63,Sow uncropped arable field margins with a native wild flower seed mix,Bee Conservation,0,1,0,0
63,Sow uncropped arable field margins with a native wild flower seed mix,Bee Conservation,0,1,0,0
63,Sow uncropped arable field margins with a native wild flower seed mix,Bee Conservation,0,1,0,0
63,Sow uncropped arable field margins with a native wild flower seed mix,Bee Conservation,0,1,0,0
63,Sow uncropped arable field margins with a native wild flower seed mix,Bee Conservation,0,1,0,0
63,Sow uncropped arable field margins with a native wild flower seed mix,Bee Conservation,0,1,0,0
65,Convert or revert arable land to permanent grassland,Farmland Conservation,1,1,0,0
65,"Reduce fertilizer, pesticide or herbicide use generally",Farmland Conservation,1,1,0,0
65,Reduce pesticide or herbicide use generally,Bird Conservation,1,1,0,0
65,Revert arable land to permanent grassland,Bird Conservation,1,1,0,0
68,Control predators not on islands for seabirds,Bird Conservation,1,0,0,0
68,Control predators not on islands for seabirds,Bird Conservation,1,0,0,0
68,Control predators not on islands for seabirds,Bird Conservation,1,0,0,0
70,Fertilize artificial grasslands ,Bird Conservation,0,1,0,0
70,Fertilize artificial grasslands ,Bird Conservation,0,1,0,0
70,Fertilize artificial grasslands ,Bird Conservation,0,1,0,0
70,Fertilize artificial grasslands ,Bird Conservation,0,1,0,0
70,Provide sacrificial grasslands to reduce the impact of wild geese on crops,Farmland Conservation,0,1,0,0
70,Provide sacrificial grasslands to reduce the impact of wild geese on crops,Farmland Conservation,0,1,0,0
70,Provide sacrificial grasslands to reduce the impact of wild geese on crops,Farmland Conservation,0,1,0,0
70,Provide sacrificial grasslands to reduce the impact of wild geese on crops,Farmland Conservation,0,1,0,0
72,Use supplementary feeding to reduce predation ,Bird Conservation,0,1,0,0
72,Use supplementary feeding to reduce predation ,Bird Conservation,0,1,0,0
72,Use supplementary feeding to reduce predation ,Bird Conservation,0,1,0,0
72,Use supplementary feeding to reduce predation ,Bird Conservation,0,1,0,0
72,Use supplementary feeding to reduce predation ,Bird Conservation,0,1,0,0
72,Use supplementary feeding to reduce predation ,Bird Conservation,0,1,0,0
74,Plant new hedges,Farmland Conservation,0,0,1,0
74,Plant new hedges,Farmland Conservation,0,0,1,0
77,Control predators not on islands for parrots,Bird Conservation,0,0,0,0
77,Control predators not on islands for parrots,Bird Conservation,0,0,0,0
77,Control predators not on islands for parrots,Bird Conservation,0,0,0,0
77,Control predators not on islands for parrots,Bird Conservation,0,0,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
78,"Restore/create species-rich, semi-natural grassland",Farmland Conservation,0,1,0,0
79,Provide supplementary food for parrots to increase reproductive success,Bird Conservation,0,0,0,1
79,Provide supplementary food for parrots to increase reproductive success,Bird Conservation,0,0,0,1
79,Provide supplementary food for parrots to increase reproductive success,Bird Conservation,0,0,0,1
79,Artificially incubate and hand-rear parrots in captivity,Bird Conservation,0,0,0,1
79,Artificially incubate and hand-rear parrots in captivity,Bird Conservation,0,0,0,1
79,Artificially incubate and hand-rear parrots in captivity,Bird Conservation,0,0,0,1
80,Control predators not on islands for songbirds,Bird Conservation,0,1,0,0
80,Control predators not on islands for songbirds,Bird Conservation,0,1,0,0
80,Control predators not on islands for songbirds,Bird Conservation,0,1,0,0
84,Provide artificial nest sites for bumblebees,Bee Conservation,0,0,0,0
84,Provide artificial nest sites for bumblebees,Bee Conservation,0,0,0,0
84,Provide artificial nest sites for bumblebees,Bee Conservation,0,0,0,0
84,Provide artificial nest sites for bumblebees,Bee Conservation,0,0,0,0
84,Provide artificial nest sites for bumblebees,Bee Conservation,0,0,0,0
84,Provide artificial nest sites for bumblebees,Bee Conservation,0,0,0,0
84,Provide artificial nest sites for bumblebees,Bee Conservation,0,0,0,0
84,Provide artificial nest sites for bumblebees,Bee Conservation,0,0,0,0
84,Provide artificial nest sites for solitary bees,Bee Conservation,0,0,0,0
84,Provide artificial nest sites for solitary bees,Bee Conservation,0,0,0,0
84,Provide artificial nest sites for solitary bees,Bee Conservation,0,0,0,0
84,Provide artificial nest sites for solitary bees,Bee Conservation,0,0,0,0
84,Provide artificial nest sites for solitary bees,Bee Conservation,0,0,0,0
